city,price,year,manufacturer,condition,cylinders,odometer,title_status,transmission,drive,size,type,paint_color
"Albany, NY",12600,2011,ram,excellent,8 cylinders,99400,clean,automatic,4wd,full-size,truck,grey
lehigh valley,13999,2013,mercedes-benz,excellent,6 cylinders,99400,clean,automatic,4wd,mid-size,sedan,black
"roanoke, VA",9995,2012,bmw,excellent,4 cylinders,99393,rebuilt,automatic,rwd,full-size,sedan,grey
"Oklahoma City, OK",10000,2012,jeep,excellent,6 cylinders,99389,clean,automatic,4wd,full-size,SUV,white
seattle-tacoma,7990,2010,kia,excellent,4 cylinders,99381,clean,automatic,fwd,compact,wagon,white
"Spokane, WA",8995,2010,mercedes-benz,excellent,6 cylinders,99372,clean,automatic,rwd,mid-size,SUV,silver
rhode island,7995,2010,jeep,new,6 cylinders,99371,clean,automatic,4wd,full-size,SUV,blue
"Minneapolis–Saint Paul, MN",16995,2013,mercedes-benz,excellent,6 cylinders,99367,clean,automatic,4wd,full-size,SUV,white
"asheville, NC",9950,2011,subaru,excellent,4 cylinders,99366,rebuilt,automatic,4wd,mid-size,wagon,green
eastern CT,18250,2011,ram,excellent,8 cylinders,99350,clean,automatic,4wd,full-size,truck,white
"amarillo, TX",14995,2016,gmc,like new,6 cylinders,99339,clean,automatic,fwd,full-size,SUV,silver
"amarillo, TX",14995,2016,gmc,like new,6 cylinders,99339,clean,automatic,fwd,full-size,SUV,silver
central michigan,10995,2012,jeep,excellent,4 cylinders,99337,clean,automatic,4wd,compact,SUV,white
"Hickory, NC",9950,2010,jeep,excellent,6 cylinders,99336,clean,automatic,4wd,full-size,SUV,silver
"amarillo, TX",22995,2015,bmw,like new,6 cylinders,99330,clean,automatic,4wd,full-size,SUV,white
"chattanooga, TN",12950,2015,ford,excellent,4 cylinders,99330,clean,automatic,fwd,mid-size,van,white
"wichita, KS",12991,2013,ford,good,8 cylinders,99314,clean,automatic,rwd,full-size,van,white
"fort wayne, IN",10900,2012,gmc,excellent,6 cylinders,99309,clean,automatic,4wd,full-size,SUV,silver
maine,11995,2016,chevrolet,like new,6 cylinders,99304,clean,automatic,fwd,compact,sedan,silver
"kalispell, MT",23500,2014,chevrolet,like new,8 cylinders,99300,clean,automatic,4wd,full-size,truck,white
"mankato, MN",13000,2011,mercedes-benz,excellent,8 cylinders,99300,lien,automatic,rwd,mid-size,convertible,grey
"atlanta, GA",17900,2014,ram,excellent,8 cylinders,99300,clean,automatic,rwd,full-size,pickup,grey
"Greenville, NC",10900,2012,audi,excellent,4 cylinders,99300,clean,automatic,4wd,mid-size,SUV,silver
tallahassee,5999,2012,hyundai,excellent,4 cylinders,99300,clean,automatic,fwd,mid-size,sedan,blue
"fayetteville, AR",15900,2012,toyota,excellent,6 cylinders,99293,clean,automatic,fwd,mid-size,sedan,black
"fayetteville, AR",15900,2012,toyota,excellent,6 cylinders,99293,clean,automatic,fwd,mid-size,sedan,black
"fayetteville, AR",15900,2012,toyota,excellent,6 cylinders,99293,clean,automatic,fwd,mid-size,sedan,black
"fayetteville, AR",15900,2012,toyota,excellent,6 cylinders,99293,clean,automatic,fwd,mid-size,sedan,black
"fayetteville, AR",15900,2012,toyota,excellent,6 cylinders,99293,clean,automatic,fwd,mid-size,sedan,black
santa barbara,18850,2015,honda,good,6 cylinders,99282,clean,automatic,fwd,full-size,mini-van,white
"Omaha-Council Bluffs, NE-IA",19999,2013,audi,like new,6 cylinders,99278,clean,automatic,4wd,full-size,sedan,black
new york city,6999,2010,honda,good,4 cylinders,99272,clean,automatic,fwd,compact,hatchback,black
"el paso, TX",11995,2014,nissan,excellent,4 cylinders,99270,clean,automatic,fwd,mid-size,sedan,white
"Edinburg, TX",19300,2016,ford,good,6 cylinders,99265,clean,automatic,rwd,full-size,SUV,white
"lakeland, FL",12000,2013,chevrolet,excellent,6 cylinders,99258,clean,automatic,rwd,full-size,van,white
"Worcester, MA",9800,2014,honda,good,4 cylinders,99256,clean,automatic,fwd,mid-size,sedan,blue
"boise, ID",24995,2016,ford,good,6 cylinders,99245,clean,automatic,4wd,full-size,pickup,black
north jersey,6900,2015,ford,like new,4 cylinders,99237,clean,automatic,fwd,full-size,sedan,red
"jonesboro, AR",8850,2012,gmc,good,8 cylinders,99232,clean,automatic,fwd,mid-size,SUV,black
"Macon, GA",11900,2013,hyundai,excellent,4 cylinders,99230,clean,automatic,fwd,mid-size,SUV,white
"Macon, GA",10900,2013,hyundai,excellent,4 cylinders,99230,clean,automatic,fwd,mid-size,SUV,white
"chattanooga, TN",6495,2013,chevrolet,excellent,4 cylinders,99220,clean,automatic,fwd,sub-compact,sedan,silver
"lansing, MI",7000,2014,chevrolet,excellent,6 cylinders,99218,clean,automatic,fwd,full-size,sedan,black
"austin, TX",19950,2014,chevrolet,excellent,8 cylinders,99218,clean,automatic,rwd,full-size,truck,brown
"Madison, WI",11267,2015,ford,good,6 cylinders,99208,clean,automatic,fwd,full-size,sedan,grey
"houston, TX",14900,2015,dodge,excellent,6 cylinders,99207,clean,automatic,rwd,mid-size,sedan,blue
"inland empire, CA",13995,2011,toyota,excellent,8 cylinders,99205,clean,automatic,fwd,full-size,pickup,silver
"lubbock, TX",5631,2013,chevrolet,good,4 cylinders,99200,clean,automatic,fwd,compact,hatchback,white
"columbia, SC",9100,2012,chevrolet,excellent,4 cylinders,99200,clean,automatic,4wd,mid-size,SUV,black
southern illinois,7900,2014,jeep,excellent,4 cylinders,99200,clean,automatic,fwd,mid-size,SUV,white
"missoula, MT",23995,2017,ford,like new,8 cylinders,99192,clean,automatic,4wd,full-size,truck,silver
"Killeen, TX",4995,2014,ford,excellent,4 cylinders,99188,clean,automatic,fwd,compact,sedan,silver
"roanoke, VA",5990,2013,chrysler,excellent,4 cylinders,99188,clean,automatic,fwd,mid-size,sedan,blue
"pittsburgh, PA",5995,2010,mazda,excellent,4 cylinders,99186,clean,automatic,fwd,compact,sedan,black
"pittsburgh, PA",5995,2010,mazda,excellent,4 cylinders,99186,clean,automatic,fwd,compact,sedan,black
"Raleigh-Durham, Durham, NC",9375,2013,bmw,excellent,4 cylinders,99183,clean,automatic,4wd,mid-size,hatchback,white
tampa bay area,16995,2011,chevrolet,excellent,8 cylinders,99177,clean,automatic,rwd,full-size,truck,silver
"ocala, FL",19899,2014,bmw,excellent,6 cylinders,99173,clean,automatic,rwd,mid-size,sedan,silver
"york, PA",7900,2013,dodge,good,6 cylinders,99172,clean,automatic,fwd,mid-size,van,white
"baltimore, MD",7900,2013,dodge,good,6 cylinders,99172,clean,automatic,fwd,mid-size,van,white
philadelphia,9999,2016,dodge,like new,6 cylinders,99135,clean,automatic,fwd,full-size,mini-van,white
central NJ,9999,2016,dodge,like new,6 cylinders,99135,clean,automatic,fwd,full-size,mini-van,white
"jacksonville, FL",7995,2015,kia,excellent,4 cylinders,99113,clean,automatic,fwd,mid-size,wagon,black
"jacksonville, FL",7995,2015,kia,excellent,4 cylinders,99113,clean,automatic,fwd,mid-size,wagon,black
"jacksonville, FL",7995,2015,kia,excellent,4 cylinders,99113,clean,automatic,fwd,mid-size,wagon,black
"gainesville, FL",2999,2014,toyota,like new,4 cylinders,99112,clean,automatic,fwd,full-size,sedan,grey
"yuba-sutter, CA",13999,2016,dodge,excellent,6 cylinders,99106,clean,automatic,rwd,mid-size,coupe,red
"phoenix, AZ",17500,2011,ram,excellent,8 cylinders,99100,clean,automatic,4wd,full-size,pickup,grey
"louisville, KY",9750,2010,acura,excellent,6 cylinders,99100,rebuilt,automatic,4wd,full-size,sedan,white
"Albany, NY",5000,2010,nissan,excellent,4 cylinders,99100,clean,automatic,fwd,mid-size,sedan,red
"modesto, CA",9950,2015,honda,excellent,4 cylinders,99095,clean,automatic,fwd,compact,hatchback,red
"Killeen, TX",15900,2014,mazda,like new,4 cylinders,99093,clean,automatic,fwd,mid-size,hatchback,white
"Vermont, IL",22950,2014,gmc,good,8 cylinders,99088,clean,automatic,4wd,full-size,truck,black
jersey shore,13990,2013,audi,excellent,4 cylinders,99081,clean,manual,4wd,mid-size,coupe,white
"redding, CA",10995,2013,nissan,like new,6 cylinders,99073,clean,automatic,fwd,compact,sedan,grey
"greensboro, NC",8499,2012,toyota,good,4 cylinders,99068,clean,automatic,fwd,mid-size,sedan,black
"greensboro, NC",8499,2012,toyota,good,4 cylinders,99068,clean,automatic,fwd,mid-size,sedan,black
albuquerque,15495,2012,volkswagen,excellent,6 cylinders,99063,clean,automatic,4wd,full-size,SUV,black
"orlando, FL",9995,2012,nissan,excellent,6 cylinders,99063,clean,automatic,fwd,mid-size,sedan,white
southwest VA,9500,2010,mazda,excellent,4 cylinders,99060,clean,manual,fwd,compact,hatchback,silver
poconos,8800,2010,honda,like new,4 cylinders,99058,clean,automatic,fwd,full-size,sedan,black
"Akron, OH",10988,2016,ford,excellent,4 cylinders,99053,clean,automatic,4wd,mid-size,SUV,grey
"merced, CA",6999,2012,kia,excellent,4 cylinders,99050,clean,automatic,fwd,mid-size,sedan,white
"stockton, CA",6999,2012,kia,excellent,4 cylinders,99050,clean,automatic,fwd,mid-size,sedan,white
"modesto, CA",6999,2012,kia,excellent,4 cylinders,99050,clean,automatic,fwd,mid-size,sedan,white
"madera, CA",6999,2012,kia,excellent,4 cylinders,99050,clean,automatic,fwd,mid-size,sedan,white
"wausau, WI",6995,2010,kia,excellent,4 cylinders,99046,clean,manual,fwd,compact,SUV,green
new york city,4900,2011,nissan,good,4 cylinders,99046,clean,automatic,rwd,full-size,SUV,red
"yuba-sutter, CA",16999,2015,subaru,excellent,4 cylinders,99046,clean,automatic,4wd,full-size,SUV,green
"atlanta, GA",5900,2011,hyundai,excellent,4 cylinders,99044,clean,automatic,fwd,full-size,sedan,white
"des moines, IA",6100,2014,chevrolet,excellent,4 cylinders,99032,clean,automatic,fwd,compact,sedan,white
"des moines, IA",6100,2014,chevrolet,excellent,4 cylinders,99032,clean,automatic,fwd,compact,sedan,white
central NJ,7900,2010,toyota,like new,4 cylinders,99019,clean,automatic,fwd,compact,SUV,grey
"chico, CA",7995,2012,chevrolet,excellent,4 cylinders,99012,clean,automatic,fwd,compact,sedan,red
"Omaha-Council Bluffs, NE-IA",6900,2012,honda,good,4 cylinders,99000,clean,automatic,fwd,compact,sedan,grey
"york, PA",6000,2012,honda,excellent,4 cylinders,99000,rebuilt,automatic,fwd,full-size,sedan,white
little rock,6000,2013,chevrolet,excellent,4 cylinders,99000,rebuilt,automatic,fwd,mid-size,sedan,blue
"Omaha-Council Bluffs, NE-IA",9490,2013,honda,excellent,6 cylinders,99000,rebuilt,automatic,fwd,mid-size,sedan,grey
"wichita, KS",7200,2012,chrysler,excellent,6 cylinders,99000,rebuilt,automatic,rwd,full-size,sedan,white
"nashville, TN",7400,2013,chrysler,excellent,6 cylinders,99000,rebuilt,automatic,fwd,mid-size,mini-van,silver
"dothan, AL",6600,2010,chrysler,excellent,6 cylinders,99000,rebuilt,automatic,fwd,full-size,mini-van,green
"bowling green, KY",6995,2012,gmc,good,6 cylinders,99000,rebuilt,automatic,fwd,mid-size,SUV,black
"buffalo, NY",20300,2016,chevrolet,excellent,6 cylinders,99000,lien,automatic,rwd,full-size,truck,grey
"Springfield, Dayton, OH",4599,2012,ford,good,4 cylinders,99000,salvage,automatic,fwd,sub-compact,hatchback,blue
"Springfield, Dayton, OH",3995,2010,chevrolet,good,4 cylinders,99000,clean,manual,fwd,compact,coupe,black
"Springfield, Dayton, OH",3695,2010,chevrolet,good,4 cylinders,99000,clean,manual,fwd,compact,coupe,black
"Springfield, Dayton, OH",3695,2010,chevrolet,good,4 cylinders,99000,clean,manual,fwd,compact,coupe,black
santa barbara,19800,2015,ford,good,6 cylinders,99000,clean,automatic,4wd,full-size,truck,black
"Moorhead, MN",6700,2011,kia,good,6 cylinders,99000,clean,automatic,4wd,full-size,SUV,custom
"Oklahoma City, OK",7900,2011,chevrolet,good,4 cylinders,99000,clean,automatic,fwd,full-size,SUV,brown
"long island, NY",13900,2014,gmc,good,8 cylinders,99000,clean,automatic,rwd,full-size,van,white
las vegas,12500,2011,dodge,good,8 cylinders,99000,clean,automatic,rwd,full-size,sedan,white
"long island, NY",9000,2011,toyota,good,6 cylinders,99000,clean,automatic,4wd,full-size,mini-van,grey
monterey bay,18000,2014,mercedes-benz,good,6 cylinders,99000,clean,automatic,fwd,full-size,sedan,silver
tampa bay area,7400,2013,hyundai,good,4 cylinders,99000,clean,automatic,fwd,mid-size,sedan,grey
little rock,4800,2015,kia,good,4 cylinders,99000,clean,automatic,fwd,compact,sedan,silver
"hudson valley, NY",10990,2013,subaru,good,4 cylinders,99000,clean,automatic,4wd,mid-size,SUV,orange
"tucson, AZ",7800,2010,chevrolet,good,4 cylinders,99000,clean,automatic,fwd,mid-size,SUV,grey
"Albany, OR",9900,2011,bmw,good,6 cylinders,99000,clean,automatic,rwd,compact,sedan,silver
indianapolis,5900,2013,dodge,like new,4 cylinders,99000,clean,automatic,fwd,full-size,sedan,silver
tampa bay area,3290,2010,kia,like new,4 cylinders,99000,clean,automatic,fwd,compact,sedan,black
"syracuse, NY",11500,2013,hyundai,like new,4 cylinders,99000,clean,automatic,fwd,mid-size,SUV,black
"rochester, NY",9900,2013,ford,like new,4 cylinders,99000,clean,automatic,fwd,mid-size,SUV,silver
"el paso, TX",9499,2015,nissan,like new,4 cylinders,99000,clean,automatic,fwd,full-size,SUV,black
"grand rapids, MI",16499,2013,ford,like new,6 cylinders,99000,clean,automatic,4wd,full-size,SUV,white
"South Bend, IN",16499,2013,ford,like new,6 cylinders,99000,clean,automatic,4wd,full-size,SUV,white
"grand rapids, MI",16499,2013,ford,like new,6 cylinders,99000,clean,automatic,4wd,full-size,SUV,white
"lansing, MI",16499,2013,ford,like new,6 cylinders,99000,clean,automatic,4wd,full-size,SUV,white
"muskegon, MI",16499,2013,ford,like new,6 cylinders,99000,clean,automatic,4wd,full-size,SUV,white
"kalamazoo, MI",16499,2013,ford,like new,6 cylinders,99000,clean,automatic,4wd,full-size,SUV,white
northern michigan,16499,2013,ford,like new,6 cylinders,99000,clean,automatic,4wd,full-size,SUV,white
"holland, MI",16499,2013,ford,like new,6 cylinders,99000,clean,automatic,4wd,full-size,SUV,white
"mobile, AL",8800,2016,dodge,like new,6 cylinders,99000,clean,automatic,fwd,full-size,van,white
"baltimore, MD",15750,2013,ford,like new,8 cylinders,99000,clean,automatic,4wd,full-size,truck,black
santa barbara,25500,2014,chevrolet,like new,8 cylinders,99000,clean,automatic,rwd,full-size,pickup,grey
"Springfield, Dayton, OH",9450,2012,dodge,excellent,8 cylinders,99000,clean,automatic,rwd,full-size,coupe,white
new york city,12500,2012,bmw,excellent,8 cylinders,99000,clean,automatic,4wd,full-size,sedan,white
chicago,11950,2011,bmw,excellent,8 cylinders,99000,clean,automatic,4wd,mid-size,sedan,silver
tallahassee,31500,2015,chevrolet,excellent,8 cylinders,99000,clean,automatic,4wd,full-size,SUV,white
"memphis, TN",26950,2015,chevrolet,excellent,8 cylinders,99000,clean,automatic,rwd,full-size,SUV,black
"Duluth, MN",24500,2015,gmc,excellent,8 cylinders,99000,clean,automatic,4wd,full-size,pickup,green
saginaw-midland-baycity,23850,2014,gmc,excellent,8 cylinders,99000,clean,automatic,4wd,full-size,truck,black
"grand rapids, MI",23850,2014,gmc,excellent,8 cylinders,99000,clean,automatic,4wd,full-size,truck,black
northern michigan,23850,2014,gmc,excellent,8 cylinders,99000,clean,automatic,4wd,full-size,truck,black
"Scranton--Wilkes-Barre, PA",19800,2013,jeep,excellent,6 cylinders,99000,clean,automatic,4wd,full-size,SUV,red
"grand rapids, MI",10950,2010,ford,excellent,6 cylinders,99000,clean,automatic,4wd,full-size,SUV,purple
"Albany, NY",11500,2011,bmw,excellent,6 cylinders,99000,clean,automatic,4wd,full-size,SUV,grey
"st cloud, MN",6700,2011,kia,excellent,6 cylinders,99000,clean,automatic,4wd,full-size,SUV,custom
"sioux falls, SD",6700,2011,kia,excellent,6 cylinders,99000,clean,automatic,4wd,full-size,SUV,custom
"Worcester, MA",12900,2012,nissan,excellent,6 cylinders,99000,clean,automatic,4wd,mid-size,SUV,white
"austin, TX",15500,2015,ford,excellent,6 cylinders,99000,clean,automatic,fwd,full-size,SUV,white
"austin, TX",15500,2015,ford,excellent,6 cylinders,99000,clean,automatic,fwd,full-size,SUV,white
central michigan,5900,2011,dodge,excellent,6 cylinders,99000,clean,automatic,fwd,mid-size,sedan,silver
"grand rapids, MI",5900,2011,dodge,excellent,6 cylinders,99000,clean,automatic,fwd,mid-size,sedan,silver
"boone, NC",20000,2013,toyota,excellent,6 cylinders,99000,clean,automatic,4wd,full-size,truck,white
"columbia, SC",17500,2014,toyota,excellent,6 cylinders,99000,clean,automatic,rwd,full-size,truck,grey
"columbia, SC",17500,2014,toyota,excellent,6 cylinders,99000,clean,automatic,rwd,full-size,truck,grey
"columbia, SC",17500,2014,toyota,excellent,6 cylinders,99000,clean,automatic,rwd,full-size,truck,grey
"charlotte, NC",17500,2014,toyota,excellent,6 cylinders,99000,clean,automatic,rwd,full-size,truck,grey
"charlotte, NC",17500,2014,toyota,excellent,6 cylinders,99000,clean,automatic,rwd,full-size,truck,grey
"columbia, SC",17500,2014,toyota,excellent,6 cylinders,99000,clean,automatic,rwd,full-size,truck,grey
"mobile, AL",3800,2016,dodge,excellent,6 cylinders,99000,clean,automatic,fwd,full-size,van,white
"frederick, MD",5000,2014,chrysler,excellent,6 cylinders,99000,clean,automatic,rwd,mid-size,coupe,grey
"Edinburg, TX",7999,2012,nissan,excellent,4 cylinders,99000,clean,automatic,fwd,mid-size,SUV,silver
las vegas,6850,2012,nissan,excellent,4 cylinders,99000,clean,automatic,fwd,full-size,SUV,silver
"el paso, TX",6000,2015,ford,excellent,4 cylinders,99000,clean,automatic,rwd,compact,sedan,silver
south florida,5000,2011,volkswagen,excellent,4 cylinders,99000,clean,automatic,fwd,full-size,sedan,blue
sarasota-bradenton,7990,2012,nissan,excellent,4 cylinders,99000,clean,automatic,fwd,compact,sedan,black
"tulsa, OK",11700,2015,mazda,excellent,4 cylinders,99000,clean,automatic,fwd,mid-size,sedan,grey
"des moines, IA",7900,2015,honda,excellent,4 cylinders,99000,clean,automatic,fwd,mid-size,sedan,silver
"milwaukee, WI",6500,2012,honda,excellent,4 cylinders,99000,clean,automatic,fwd,mid-size,sedan,blue
"Omaha-Council Bluffs, NE-IA",6850,2011,hyundai,excellent,4 cylinders,99000,clean,automatic,fwd,mid-size,sedan,black
"Albany, NY",1800,2011,hyundai,excellent,4 cylinders,99000,clean,automatic,fwd,mid-size,sedan,grey
"Worcester, MA",6488,2012,chevrolet,excellent,4 cylinders,99000,clean,automatic,fwd,mid-size,sedan,black
santa barbara,5899,2012,nissan,excellent,4 cylinders,99000,clean,automatic,fwd,mid-size,sedan,grey
san antonio,4200,2012,ford,excellent,4 cylinders,99000,clean,automatic,fwd,mid-size,sedan,white
"Raleigh-Durham, Durham, NC",5995,2013,nissan,good,4 cylinders,98991,clean,automatic,fwd,mid-size,sedan,blue
"boise, ID",27995,2015,jeep,excellent,6 cylinders,98980,clean,manual,4wd,mid-size,SUV,black
"boise, ID",27995,2015,jeep,excellent,6 cylinders,98980,clean,manual,4wd,mid-size,SUV,black
"boise, ID",27995,2015,jeep,excellent,6 cylinders,98980,clean,manual,4wd,mid-size,SUV,black
"tucson, AZ",9995,2016,dodge,like new,4 cylinders,98977,clean,automatic,fwd,compact,sedan,grey
"jacksonville, FL",10950,2012,bmw,excellent,4 cylinders,98976,clean,automatic,rwd,compact,sedan,grey
"jacksonville, FL",10950,2012,bmw,excellent,4 cylinders,98976,clean,automatic,rwd,compact,sedan,grey
"kirksville, MO",23500,2012,toyota,excellent,6 cylinders,98969,clean,automatic,4wd,full-size,SUV,silver
"kansas city, MO",23500,2012,toyota,excellent,6 cylinders,98969,clean,automatic,4wd,full-size,SUV,silver
